title,id
Henry Dersch,8facba7d-bbf1-48fa-bcc8-bcde8959ce40
Th. Thomasi,40c4eba2-9c44-407b-b808-d22734eb9465
G. A. Henry,af1b125a-57f3-4f32-a034-9ed51e7657dc
J. A. Adams,51197b61-77b7-49c6-8513-3f495edc3f4c
Horace Waters,daeb0783-f403-434b-9936-7afbb36273ef
Harry Miller,0aee919f-4d24-4ae1-a627-41a2b768e64a
A. H. Rosewig,feee08fd-f6e5-457c-b613-27381148dff3
Worzel,eb44c8a6-e63c-4019-96b0-31107195846f
Frank Myrtle,dd4d939e-b674-4dc0-8a8a-f933b2c8b5fa
"John M. Loretz, Jr.",9593c38a-7d9f-4921-965e-f83a61ddf12c
Henry Tuker,ffbb1540-180f-4ed3-bd83-ee4678757bfa
H. Krummacher,86478123-bebc-45ef-b599-aa354eb19c78
S. Markstein,f18551a6-e40e-4642-9ff6-ecf3243b9afc
H. W. Stratton,8d7f989b-de5a-4e1e-9f85-cade2470a5ed
Wm. M. Cook,4e22faf4-f228-48a6-ac5a-46c2bc266fd5
P. P. Bliss,85c8658e-c43f-47f6-9530-2602cf68901d
Eben H. Bailey,c503770d-4cdd-4eec-881f-21b418ec7835
Charles Glover,1791635c-955a-4598-b902-33119f274a07
A. La Mar,03b55957-990c-4037-8943-741f811aedae
A. C. Mille,c9d770ec-f44b-4ae4-b4fc-dde9801a9c22
Fred. Baker,04f8278c-bd16-4f2b-bc27-5c4121464fd3
Miss M. A. Coller,f5a5fcb7-28df-454a-9149-aebcd97e6463
W. W. Bridewell,a66896d4-29c8-4838-a72a-a03693ca579d
W. Milton Clarke,d0c2c3a1-e661-43a5-ae93-5cf4efdec2ba
De Vin,235169a2-938b-471f-b0b9-b0c80d0741dc
Edwin Christie,04ad62f8-a061-477e-96f0-7a37ecb15eb4
E. Gilmore,0df272ee-b762-4fe2-b1d9-85e564e9b512
Richard Stahl,204e265b-4ae3-4c95-a06d-dfce4493709a
Thomas Peppergrass,89fa0dce-f687-48e4-9a5f-895f2c155383
Y. D.,1d7f10e7-f5fc-4023-8026-539f8a693221
J. G. Kuhn,01ba838b-cce2-43d2-bdc7-5c2ad0a1391e
C. Wiedmann,3d04ca90-e75a-47af-8569-2e1a4617e805
W. H. Breese,9a2f82bb-6197-4db8-9bf5-d2316d5e9de5
Eugene J. Hall,5b145624-278d-4d23-a097-38b9c03a1c47
C. N. Fox,d18f9ffb-850a-4292-b3c3-7333587e6bd5
Carl Thomas,f1859df9-8aad-4527-b680-28ee0c8e9e08
Witten,73b6c204-c424-4588-9e73-7679e08fef4b
H. Eckhardt,57119f08-dccf-487a-a114-e56675ab6ffd
Mary E. Kail,3f2b383b-b3b7-4b4d-b899-d0479423aa09
B. Brigham,9b53251a-eeb1-49df-a1b1-fa0f00ff84ea
L. C. Noles,8c3c2a21-3332-4ed6-a0eb-5ffe48e63ded
Richard F. King,f2d1416f-3bd9-4be7-a28c-6bbf880596e6
H. Wannemacher,fb56ccc0-7815-4847-9e13-bb47bf5caf86
Julie Jervoise,f8170c31-c26f-44bc-a349-111462a1027d
Stephen Taylor Dekins,b8c1ecae-2599-47b8-b9ac-f5a19040733b
Fred Fisher,7b5c403b-dee2-44b0-b391-a324231d32f3
P. M. Haa,1a976afb-9b7c-4940-8087-81fc456c9a58
Clifford Hale,8223d959-1b67-4afe-b512-422e236830a9
"Dan Long, Jr.",62c835de-248d-42e5-846a-1f250cfaaafd
Miton H. Kohn,b28b4547-f6fe-4f1a-bd2a-146ef70dcc7d
Jack Norworth,2a3b4315-44b7-4c1e-a75c-bdbdc45ad7a1
Henry Tyrrell,490fc354-9396-410a-b38b-2cbaca821d16
Mary Blaine,9458b7e3-dc83-4131-8820-6f40bb945170
Charles Gibbs,9acb7b66-f6b0-4fb3-9ddf-d6407c07649c
Will Hardy,1af0c22e-5c75-4b29-be3e-3ea027269758
Seneca J. Warren,837291f7-882f-4df0-b9c3-6d9a5ec9426b
Frank Sturtevant,04ea4022-26e3-42bb-896b-354a0534a894
H. B. Roney,d0c6e502-d084-4b69-9c68-046e1d973ffb
Annie P. Lumsden,59e2698a-28f6-42f2-974a-bfe1b2868f46
John B. Dykes,856ed491-7344-4e61-a90c-95368e64e5f1
Miss Gertie Gray,5c65afe4-0191-4270-9356-a4c961844214
D. W. Crist,4389b67d-89a5-4c34-8d44-f113d0905471
L. F. Haaren,d2826cb0-374b-4df3-bd6f-2b3d084b5f14
Frank R. Gillis,51b36ecd-6038-48a1-80ee-d4c834b7899c
R. N. Lombard,6db8bd91-7243-45b4-9163-1437094ab963
Hamilton,f6fd7d29-0e09-42b6-bb22-a3c34533520c
Ralph T. Butler,1ee5594c-9e39-4b8a-9ead-46e43eefdd4b
Emma Washburn,dd83d74c-d4c4-4ce9-846a-5a80b71572ce
Frank Finsterbach,03941865-5eb3-4dd3-9caa-94bea4b3155f
Lee Stuyvesant,344e60b4-703a-4481-a620-3cb7f9fc096d
Harry D. Kerr,769a2a4d-be3e-4987-a245-ae0cf11f9236
Eugenie Viles,aa59e5e6-3bd3-4dcd-9465-85165796a8ab
W. R. Williams,5b35ea02-19ac-4deb-bf82-ab816c1cf30a
Nat D. Ayer,f16ab9a0-374b-4d94-bdca-a66327627944
Prof. A. Amato,8ef423e5-6c4d-4e52-8b76-b5acd30394e2
Herbert Moore,1f83b442-93dd-4e05-880d-2dc9238ac1d3
Andrew B. Sterling,c5f41168-0b11-4c19-8e23-6a821169b61a
James A. Dillon,602643e0-3ff1-435d-ae26-864e05aa45b6
Jimmie Morgan,eea6bbf6-0124-4a51-9df8-35a4844e6116
A. Seymour Brown,0526f43b-52c4-421c-a0cc-165f0975aeac
Paul West,7f6c85c8-7d2e-40a6-b145-cc1d746f4042
John W. Bratton,9aef45b4-74fc-41ac-8c58-86c8e7ccaf5a
Lou Spero,a71a12a4-cfd3-44f6-b2c4-7913b023d7cc
Andrew J. Boex,04797110-9a14-4152-b959-1aa37664d8dc
L. C. Stratemeyer,31cdcc8a-95fa-4dfc-9ba5-06360d8914d9
A. Mirault,1368c4fa-8de9-4ffb-b508-1201f3c44a21
Jos. A. Burke,98e60dda-d2f5-448f-9431-5e921d451c83
Charles Flagler,9a858643-fa32-4f53-af7f-449fef6481b5
C. G. L. Dobbins,5c2947a9-8ff3-4d1f-866c-b1e5b004a61b
Vivian Leigh,0e35ddf5-33c6-489b-9273-81397e7b574b
John L. McManus,cfa21b30-7e4d-42ca-bd01-a7004c1eab87
Harold Robe,59e49506-5a30-45d7-98e3-8981384ef54a
Annie R. Waln Bassett,ef4547ba-5d23-468b-82f9-7265fc7d67f6
Paul Crane,d493b8a4-1af8-47e3-8722-ff2fc1d63973
Jack Glogau,6ee5cd1a-4132-4927-9444-695e9137b04e
J. M. Hagan,fb3d2c43-1fc4-434e-b633-40a0082313c2
J. W. Casey,fa2d5466-038c-400e-9b1b-6d0ac913ca44
Geo. de Romberg,a72788a2-d3a7-4829-8891-12c14a9784b7
Cy,c0fedaba-5a91-4861-840d-ef6f160f2271
Robert Mack,230ff0c7-46b5-421a-8e1e-582885f2b7c8
Charles B. Weston,ea6a3232-21e6-49b0-8ae5-c370815585ec
S. E. Cox,5a5489f8-65f4-4ae1-ad4b-0585437ec2fe
Ballard MacDonald,917a83e7-5470-4489-abb1-ece9d67753bd
Geo. Walter Brown,bb4afba4-3abe-4521-a71f-2ae1c902c278
Mr. Leveridge,dc218474-dc29-44bd-9ff4-cd68a9d50c9e
William Leander Sheetz,8ae5ccd8-f49b-43aa-aba1-c03128b93362
Alice E. Snow,e6576425-d593-449b-9ea6-bf68b0993a01
Antonia Junger,e860414c-f0a1-4dc2-a384-f6c01cc01bff
Scotty Latham,d9115152-4fbb-4302-b36a-98329c919070
Stan Tucker,09f7706c-95d3-46d0-8d0e-dbf41438286d
Mr. Davenport,34184944-3c53-4a3b-8845-3da50d708752
Doctor Arne,f05f8415-8cd0-4d49-877f-75ec9d305609
Lewis Dela,b29f0a60-31d7-46d2-978d-b60086159865
Dr. W. P. Cunnington,658d305b-efca-403e-a4af-6328d95e9169
Samuel Francis Smith,f91feebb-d3b9-4341-81f9-fe089f06535b
Edgar Leslie,07c4be94-b28c-4a75-9d49-725bfbefa5d1
Joseph W. Turner,5a5ca788-f875-4414-80e9-3c117f7f661e
P. C. Eastman,b75b8727-0cb1-4f04-8d66-0f42517ad3f1
F. R. Prohl,7ac29666-c222-451e-bb49-5695c4eabf04
W. Nash,ea90bf73-18ae-4dbf-a61a-30a7c64ec7c2
J. Pasdeloup,6ed23f0e-8ae3-4bf2-a06f-3a0c78671862
Ed. Holst,9b4c46da-63ba-46b2-96ea-8456149dcc0f
Charles Edwards,c4a449b7-4b85-40f7-b545-7fca469c26c3
F. W. Meacham,1fa6878a-797f-4341-83d4-28254afa54b5
George W. Putnam,fd08a072-f185-4610-93de-ee1dd7ade74c
J. B. Gauline,5f8c6dec-8118-4704-986e-7fe9ef07f9f0
T. J. Donnelly,e8da2d56-8a3d-4781-9efa-c3eb4adb6841
A. W. Burns,ee0dcd22-3c3f-43ec-836d-337fd5762a78
Katharine Lee Bates,8d42ec02-e2c6-463c-9a35-c82f2afb93dd
Wellesley,44396bee-ac12-497a-9136-bcb3a540f10c
Wellesley Hills,dc8ab869-8199-47b9-a800-2b7e6dab9cc8
Chas. A. Zimmermann,3f7d129f-0ea0-4aac-b335-c51c20dc1b00
Edmund Braham,0fcb4e12-307c-4252-81d4-1151ed5dfd27
J. R. Garcia,071d404b-6ecc-4db0-8129-86a7fd0171cc
James W. Long,6a2c0fa3-337b-4587-84e5-f6f95166fa60
U. C. Hill,af0e9881-c6ae-4d1a-83cf-b0fe476d25ec
E. C. Benedict,e5caec19-add8-45b7-b2ae-f06306ec0d27
Rob't F. Roden,99b541c4-9a43-4cf3-b750-5e44446d65ad
James M. Smith,cd27b714-7896-4fbe-9811-cd6d05e0b9f0
O. W. Holmes,295edc9a-5b55-470a-9daf-0a696f886043
Kotzwara,d670f7ee-6032-4ec7-a0d1-36333a690081
F. Kotzwara,76bdf8bc-281f-4fd5-9a87-19b3d9555b41
Mr. Kotzwara,93933a6c-6208-4cfc-8cdb-76638de957f6
Walter Maurice,7b8f1361-ff52-4f48-9a70-eb0473819e57
Himmel,e8ab31bd-ab3d-4857-b616-7b53072532f6
G. Anderson,2637ea49-3154-40b8-bdde-3a8783ca2774
N. B. Challoner,de533733-9a62-436d-9caf-0f642f923137
Joseph Ganter,5bc118a7-af82-44fc-ba4a-1121c13b1285
S. Wertheim,712a42c2-2226-4f92-9267-1ee4da42f950
A. P. Heinrich,9e03a01c-8634-4899-ae41-f9f2949e234e
Miss Lucie Blanchard,1ab7d0a8-6770-4895-a63b-024e0d83616a
F. Pannell,7fa54260-3d1f-49dd-bad0-f424cfb64575
W. H. Astor,646eea79-66fc-4ae7-9af9-c66524676b2d
Henry T. Stanton,b8164a1c-a78a-4590-9f59-fdf66d5d22a2
Edward O. Eaton,f0c03dcc-2fa6-4832-8a0f-b5f72721a352
J. G. Dunlap,5d872fa7-5601-4408-90d2-1076540c4ee7
A. G. Robyn,ab64652b-a4e0-49a2-aae8-81ba982bf633
L. Mason,74802a97-352a-4f03-aea7-a7f6c7d3df85
Jullien,2fc1c0e9-efca-4985-95a0-d085ad86e44e
L. Meignen,4a245010-b78d-4f31-aff4-6eda1ece706b
P. Th. Held,c60cb223-9f3a-4579-be71-803c65f932c0
T. E. Garrett,a9535721-a6c0-49e6-a4af-868a11c83d44
Alfred von Rochow,1c1d38da-bcd5-44a1-a379-cef870cd1b82
Wm. W. Atkinson,b641ed74-ccbf-401a-873e-1aecb62d505c
George Parry,c8a29708-3878-4b91-8990-5c9e769eaa62
T. A' Beckett,8d779f62-c4e7-4ff2-8f73-8e3037ef87ae
T. A. Becket,5b9c3dc4-8d91-4699-9c97-ae90416a0ea6
Fr. Blancjour,7b96a447-2dc0-462a-b6d6-1843bfc7559f
T. A. Beckett Esq.,57b1bb7a-c98b-4937-88e6-54c5583c2c8f
John Bray,6a5bc4b6-6ed1-482f-ac3e-9d7cc204f4d2
Fred. Widdows,16b1327e-87cc-4a9c-9255-1a6e7aafb9d1
George W. Elliott,2e7aae35-bfa5-481b-b27f-81ff8770fe0a
Mrs. Rowson,b1cd8c17-81cd-4f0d-a0f2-3f5804ab5676
J. Lhulier,60f19d6c-6191-40b6-981e-45fcee8453b4
Eleanor Meredith,3f44ee03-f35c-45b9-a7b4-4249ed00409a
Miss Mary Leigh Guion,8be4540c-0791-40ea-a6dd-08cb7e4bdb29
J. Z. Hesser,74b1b720-8693-4330-a364-f25e9ce9b590
C. L. Underner,51d47637-dd7b-4bf4-b972-f2736fa527e7
Schroetter,3d1c1031-f0c3-4a26-9a95-df6800e728a2
J. F. Hance,b1db9f15-c6df-4085-b3e7-a5f7902ced62
Max E. Jesse,e8088d27-a30f-4b3f-b56c-0a265aa55559
William F. Held,54389ae6-8b70-46c5-8386-9ca3ab620818
Louis A. Drumheller,557f5a99-1a2b-48bd-a8f9-e53835ad6c1b
J. Bodewalt Lampe,2c282dbf-eba2-4599-9e07-b3b56f451873
Mr. Harwood,015fb39a-2384-45e9-ae61-7c8715c2e9de
N. Sampieri,5dd3bb04-500a-461f-a2f6-46e4f66729c5
Polk Miller,f2c239e8-7eda-43a8-b4b9-bf76925b5afe
Geo. Edwd. Smith,48ffc514-4a4d-4be7-9723-be082ff5216a
T. Smith,041c27d6-06e9-469a-b27c-ab56a8963a0e
Mrs. Ed. H. Pendleton,53f3852b-cba1-4532-b3d3-99abb5ea22dd
Baltimore Olio,08da4c0f-0d84-4bd0-8d91-0d03c0f7b652
John Endlich,92a435f9-d32c-49f2-945f-cab4a46bcccf
Miss Lizzie Doten,568475fc-27d7-4d44-be54-74e08461112f
Mr. John Ashley,ad9dc669-d8a6-4ffe-b10f-cbb84562005c
Eugene Batchelder,feb275e6-b8d0-4a5d-8cc5-44360d3fbdbf
Melzar Gardner,974355c4-5bb3-4576-98aa-0fa3b60e6919
Loder,15bc73d3-2f3a-43e8-a793-2ad86d142cea
Joseph L. Chester,d93be232-7ffe-4465-b34a-e4a7d3226ee4
Van Der Weyde,ce63a330-a404-4406-a814-5a2cb4fb512f
Jos. H. Hughes,e7f8c87d-195a-4b41-b53b-6101626d13d0
Harry C. Burns,54bb780a-7aac-4f35-bf14-ec7654e709d6
Frank D. Pease,3278cd0e-9c86-4b58-80ad-0ac799158202
P. M. Wolsieffer,5e65b871-cebb-4f29-a0d8-80567f06c13f
F. W. Gillett,15b057a8-c10b-4ac7-bc1d-eedff61c9470
J. E. Gould,f561878a-6cf9-4600-ab82-69f77ad51550
Ernest R. Ball,3d678671-f966-4f43-8130-6f0b22bc757e
Miss Leslie,dab0c6d3-2c25-4ee1-856c-d0e49a9f7b6c
Jas. W. T. McCallister,273ae30d-bd91-4af8-b614-2ca912b04ef2
M. A. C.,3fbd33ed-5429-4aa3-848a-b84eaf1d23b1
S. Woodworth,53204207-8e9e-4dcc-9e81-cd24b930a7fb
Miss Isabella Strong,2f91a0fb-f79c-4f70-a985-f8f2212119f0
A. Cull,871699a9-056c-400b-b83a-88224965619e
Lulu C. Chapin,17db55d8-ffca-4799-8396-f8d2de376112
E. P. Chadwick,68545599-09f0-4539-9e9a-70482c483841
J. B. Muller,8c3b7cb9-52b0-4e24-9cc5-bdce99e43643
Harold Spencer,a66691b7-b8a0-400d-9f45-c07729e60a41
T. Smart,712ad6f3-e1ef-4f45-b388-b9a629d28aa1
Charles Perabeau,29df77e1-7240-4046-a9cd-1cbb854f64cb
Jesse Hutchinson Junr.,579160f2-d510-48be-87cb-a9fbb1520e84
Louis Dela,d2b04a26-b219-4ca7-81a7-687d3b523683
Harry Kennedy,8216a7ec-4189-43de-aaad-c27a2bda553a
C. Dupuis,9c2f8577-9357-41c8-8795-7b9f873733a3
Sigr,6472d187-2cf1-4d06-8b0e-07810599dab1
H. Avery,31dbd7f8-e642-459c-9e1d-ee61a888fde6
John J. Cauchois,6288c099-a3c9-419b-9c50-1a25eae9c698
John S. Porter,b563a329-af1f-4179-86b4-62cb70fc51a2
O. Shaw,632051e3-5835-41b7-a0a4-a94e4141a1fc
W. W. Waddel,3bbf70c1-cdd0-4ecb-a5e5-5dd5b699ee2e
John J. Fitzpatrick,ee12b5c8-49a4-4ed9-bcdd-f93b768259dd
Benjamin Wyman,72fa083c-136a-4862-8b5c-1b78b71a0d74
I. Elliot,b4d3db20-ffee-4439-884a-db0e5c2ad7f6
W. W. Rossington,0b821f18-72f7-4613-acd3-9fa44a92139a
Stephen Glover,cc72d2a2-5bc1-4f23-b606-f8b3136f906b
John M. Hubbard,b66203a9-a343-478e-8828-16189f18ab24
Andrew Whitney,7ebbbd10-3bfc-4a86-b4d3-e0a1f32d7b9a
Wm. D. Lake,4b0a7860-6c3c-4076-b071-fcdc983846cf
Prof. Thos. N. Cauldfield,6cd9ec54-d010-4720-bf3f-5e6e3859b11c
Carl S. Gungl,816a7eeb-3999-4cfe-b149-baf5d5661645
Miss A. E. Prince,cce57294-9ce1-49c8-aa71-62a855d24d71
W. M. Redfield,08598f67-7539-4603-b74c-46cfb9944260
Harrison Millard,c73d13c0-aef1-4aa5-afa3-45f4be5ec2e6
Thos. Baker,70695243-1c54-4564-a813-6ea0ac3302f5
E. E. Hulfish,63c5d08b-66a5-4e9c-a68c-0205a935c116
Maggie Hambaugh Sandoe,394c25c1-9b6a-437f-b4be-33bc09281650
Mattie Webb,a11713dd-9c6c-4b37-ad9e-bc18e2b8456e
S. Francis,a93bc895-b379-471a-ac32-0af4d43bc3b9
T. E. Garret,73bf83e3-e703-4f33-88cd-e3afbe4c5511
F. Woolcott,f35d00be-6a46-4192-8be1-3f882a110df3
Walter Scott,10beca4f-d359-4b60-8fc2-50e81913e3f0
Sanderson,9d4c9a2d-a64f-4cd8-8c3e-29f339257b24
Miss Elizabeth Seymour,509c3353-282a-4153-aae3-ec26a9e939f5
Charles S. Hutet,c01326e0-123c-43f3-8ded-b3549e692316
Fred'k Gladdish,520536dc-b929-4308-85e3-76e0f3164cc3
James White,2a256c11-bc52-46d0-b49f-82585f3eb496
Mary Norton Bradford,44d4dc42-48b1-453b-b462-a7d5f64aa7ab
Carrie Jacobs-Bond,c2b74ea8-d27d-4e52-b53d-35bead108d63
"John Jacobs, Jr.",b657d7a8-586d-4100-930a-42b29ad0fa51
Francis S. Key,dd9b8b66-8709-4fb8-88d2-5f5b191f3d72
S. Thalberg,5f3701a8-5342-409b-afa8-b17b62ebb099
Geo. James Webb,4c2c2d9f-561f-4072-9705-af0f82ffb3de
D. Bruguier,d9e952f9-4b7d-4dc4-be14-4a371e5f997b
Henry R. Bishop,a1757030-e9dc-4d83-969f-0a7863148add
G. J. Webb,01cb3cd3-f47b-4fcd-a653-ae45ebbb3dd8
J. H. Slack,dc55e921-594e-4a13-ad07-c1b16f58cb31
Taylor,d36b81a3-4164-4638-ae88-731dbcf0b46f
T. Valentine,9a983b33-1d66-4f26-aaf4-5fdbf7aa4592
Samuel Owen,85410a5e-1e2a-483b-8845-c6ba519c0020
W. R. Coppock,882cd638-846d-450c-aaa0-58bd86a79788
Chas. Grobe,51038503-b204-4bd4-94ed-5a1b51e9740f
Ch. Kinkel,72e701f9-f981-43df-b188-3ab9cad57e31
Francis Muller,be45191b-26f2-43d5-a66f-0b9aeec80e63
John Howard Payne,f567afd5-409e-49e6-b4d8-7a06774dd484
Gen. Van Zandt,1d8cb4fb-f064-4607-9231-e8ef419266cf
Alexr. Lee,cc3326e1-db38-43bb-9271-d21103225a04
Edouard Remenyi,7265262b-ad72-45a8-887b-159eadbd6493
W. H. Hayward,2c5d302f-44eb-45b4-902e-38f7bdf7a2c4
Ernie Erdman,4899e544-744f-4093-a160-900c881ee577
Bobby Jones,c5891d49-2f5e-4b1d-834f-fadb0f87f723
May Aufderheide,017b0450-f594-4ba8-b117-3dbd63c89a8b
Terry Sherman,a9040f10-42c2-42a8-bb77-1980128fa784
Arnold Remoussin,9f04f9b6-8940-44e1-b44a-3ce6c3a2d83f
James M. Fulton,e05794cb-f933-4ed2-9cec-9cd22b99340a
Patrick Sarsfield Gilmore,ced16eb1-b363-452c-9e64-0bc4aeb45ad2
D. W. Jerrold,9c558287-e284-449b-b02a-9ddf823acd00
Thomas Crawford,d86d1b01-53bb-40ac-a5fb-47e29675f6c2
M. Jullien,44926664-dfb0-4b25-a8c3-81a866991b49
William Ross Wallace,c9338517-65b9-4740-afbd-429b6a0d12b7
Geo. F. Bristow,da390806-0805-4e9b-9403-afab09c29e22
Mr. Braham,9c9e66d4-e09a-4bf2-a40e-e097efc89a1b
W. C. Wright,d001a5e6-4a5b-494f-9296-ec2648229527
W. V. Wallace,c8453a4c-04b0-494d-8647-8f2f9788119a
J. H. McNaughton,2d49332e-b00a-4249-b9fb-af5e2734eb53
Samuel A. Black,03241372-85d2-4b7e-b4a3-3e2b27738c4a
Henry Coleman,fe7e0c36-3819-4869-ada7-c934fcd8008c
E. A. Barnes,97cd2680-acfd-46f8-b8cb-d853e0a9df7b
C. B. Barr,afd9a1e8-5127-47d3-9014-51f715857672
J. T. Wamelink,a4d238cb-2d92-4fe2-acbc-d036e3c3caaa
Fred. A. Rothstein,5f29096a-b323-4c9c-8977-c7977bcde1e7
Frank Veniero,f6b98de4-5af5-42fa-ad79-5587ac3b791e
Edward Perry,59eee72d-d7c7-4177-9456-eb9cd813908e
Geo. L. Orme,cc6d4e6d-4760-434e-a49b-f9f9b8e3293d
Richard Wynne,f1b0b49b-6c8e-4ec0-8c88-b65ae8863199
Charleston S. C.,c0a42cc8-1664-46f5-84fe-f2503f7bd986
Valentin Hiss,d85db75f-8337-4f6e-b0a9-665e0305ef9e
Ktonowski,8a45bb3c-9445-4819-8bdf-0a99e6bc2455
B. R. Jolly,feb7a6f5-0907-4e44-9cfc-d230f70d4d5e
Mr. Dreux,18655464-5d73-46a3-8897-2c8e05eb67ab
U. S. Marine Band,76910f6f-f01b-49ba-83e9-1229bb32da1c
Rouget de Lisle,322e09e1-a48e-4608-98ac-31751773cfd6
N. C. Bochsa,38a08682-6ff7-475b-9d32-6bfdfdc10276
Rev. Robert T. S. Lowell,4d406778-a5ca-4454-b7d9-fdd8caa334aa
Silex,a4cd32cc-ab9e-43ca-9cd9-5345fe5d7fd4
James Barron Hope,406d60b5-05aa-4c7b-b639-0de8f4496f53
W. L.,58aff25a-4fbc-4e62-a2cd-d8751675d9c1
Hauser,291969c9-758c-4e7b-ac9a-f620e353b759
Francis Hopkinson,264b9f23-4183-4d88-bea9-35fc9c9aeb14
Julian Edwards,6d01f1b8-224f-4bbb-89c1-2662c69aacc6
R. Keiser,61aee9d6-84e2-4511-b077-4580d88f0abf
E. E. Bagley,f097f219-f743-4355-8b2c-69cda9792be9
William Lewers,72b17d4d-ee55-4f05-a410-ef00542d84a3
Prof. J. M. Munyon,1b0c1a8e-3e31-454b-8207-fc77b20714ac
John B. Muller,44950b05-0d7e-460c-892c-f560069781fe
Mme. Henriette Hertz,1a89f2c6-73d0-4513-b95e-b2985ee85fed
T. J. Arnold Esqr.,b1476f44-14d8-4f85-b2cb-3f7a09ad5e58
Mike Bernard,b42bf602-97a5-4393-816c-eb80dee44bf8
Wm. F. Meyer,a0eb650f-b7cb-44f0-805b-64cb4b7c7a24
Rev. James D. Dingwell,899f08b7-1f07-409f-8c02-40c19e2ea60f
P. Kuffner,4f660b0b-1bca-45b4-93a3-23b0d791b0fb
Carlisle B. Holding,4f5cedb9-e9dc-4c69-a6fc-a8f260074118
Geo. Rogers,488e363c-a807-40ce-87ee-2b5f30aab7dd
Osw,eca4231c-fe6b-449c-94a6-255e751cb341
Gustave Blessner,6b9b7653-1717-45fe-a846-ebf06731bead
Wm. B. Walsh,8fd56e67-dbc6-4e40-ace8-2c9d905d9730
E. Curtiss Hine,082b992e-6f2f-4cf9-b87a-cd2b9a0e4936
G. W. Babcock,a54378f1-6c1d-4b41-b3bc-5e405385d0bf
J. W. Johnson,a46deeb4-7f87-4020-82cf-f3023928ed17
Rosamond Johnson,60bebb78-57a8-48d9-a679-719231cb6c23
Francis Weiland,feea81c3-b772-441b-bff4-eb08da376ec0
E. Ives Junr.,d3168f9c-b163-4649-9989-9d7cc6dd1ad2
Charles T. Frey,11848261-7fc0-44c5-8dae-29145feafd2e
M. E. Redmon Taylor,73a0d8aa-b1ba-4195-9935-a481516501ae
T. Fritsch,bf497c1e-765e-49b4-8430-b2314675276f
A. L. Bush,40f6c963-3213-4930-ab72-da7372ac011c
Ch. C. Converse,4b20a00d-84a0-40f0-a1e9-fc97c89be8dd
G. W. Cutter,b21ce2ce-f640-4390-a87b-37cb689a7e0e
C. D. Stuart,6deb77f9-ff17-45d6-96ff-6707afc6b013
I. B. Woodbury,72e5a252-30fc-46ff-beae-e0a17e125ec2
D. D.,5e190978-7515-41b7-906d-3602427f9fbc
Richard Henry Buck,4534d1b0-b847-4c58-b6ad-917c847f21b9
Israel Luce,7bae3dea-f03b-4ec2-98d8-06fdae967058
Geo. F. Cole,bcea9fa2-6944-4674-a875-77d33da79c09
G. Gumpert,3f719e63-172f-46fe-8586-bee8031e7eed
Geo. B. Hynson,f20a251e-878d-4c88-b15e-a65dbd6360b6
E. R.,9bd33a9b-528a-4272-9a4f-120293b86d8e
Professor Stiegler,7b9668a2-99cd-4d99-8f29-f26fec69cf2d
U. S.,2f09d9ae-1502-4a8d-92f5-837791dcf6b1
Lieut. Wm. H. Santleman,47958836-6951-401d-90be-f741f26da3d8
Ada Paquin Cloutier,7cf67401-bc65-4122-a4b8-a4a499c3f47d
Louis H. Rink,266819b2-8c86-41bb-89a8-6d36acb661c0
Victor Moulton,54dd0c72-0db0-4c10-bc42-b137384cb533
T. P. Brooke,b4803ee3-3c11-4f5d-bfaa-7914fbc1cdbf
G. C. Howard,36feb056-cdb6-4dda-ba10-49fed3770f86
H. J. Schonacker,99f8e4ac-445e-412c-9849-de6dfd4ab85f
W. F. Sudds,53db7598-0c20-494c-a143-4d576e664bac
Cora F. Linn,50f428ce-6768-4de2-9fc4-3f284c01fd1c
S. S. Steel,371c4514-332b-4a5a-b078-cfb986d20956
Will C. Hastings,a4e8ae2f-03f0-4950-ae97-a55f4af093f5
F. W. Root,267c9131-edbb-4bdc-84d8-d1f5568c42fe
E. F. Rimbault,741628bb-c4dc-4399-802d-b2d70974315a
Mrs. C. Sterett,73d6462e-835b-45e3-8f02-d834464af572
M. H. Frank,6fbf53a7-cd29-4151-8409-f2e9e5d7f3bd
John C. Hurley,8c584f1b-b91f-41d0-b0d9-accc29c7ed2b
M. P. King,9a1d06ac-e92b-4b99-99fa-360a69cc369b
Dr. Arne,ecb24419-3d5f-4526-ac7f-38179ef8bb65
Dr. J. Haynes,33cc8901-8794-47ab-918f-b741b898083e
J. B. Bacon,e2b7e0fc-55ee-4bdc-aff2-cda1718cffea
R. I.,eb9c1f95-e79f-41d1-8a27-c34e02bb5e63
Huebner,779d3aea-1a3e-4f29-97d3-f24905c0a1d4
Chas. H. Casassa,51a5bb71-5e5f-42e3-8cc6-1a71fbe9e053
C. T. Paterson,4856cf3d-8117-46a3-ab55-a188ba4bb474
Mr. Thorly,6ddbf3d4-0ffd-4e38-b2c4-d98684f19a55
Mr. B. Carr,f0c9f7b2-dffb-4160-895b-66b7e7c90aaa
Miss Augusta Browne,1a9e475f-1237-40ef-8535-8faf8796911f
W. P. Cunnington,de41bb0c-9ecc-43ab-8926-6fe42be23af6
Matthew Haughton,c059ef62-a04c-4a7a-a8f4-916eb00d9663
Fred. H. Pease,44ff2547-7c24-41ec-8950-1a50d8234435
Theodore Ascherfeld,a9e70191-68f9-4778-8e31-e0bd4a150442
Abe Holzmann,a8ed82d7-ad19-4c56-a71c-b22b907659d6
